Advertiser Id,Campaign ID,Pricing Type,RO ID,Impressions,Clicks,Budget Consumed,PDP Views,PLP Views,Add to Cart,Add to Wishlist,Attributed Revenue,Direct Revenue,Indirect Revenue,Direct Quantity,Indirect Quantity,Total Quantity,ROI,Campaign Name,Campaign Start Date,Campaign End Date,Campaign Status,Campaign Budget in Currency,Business Unit,Advertiser Name,Business Account Id,Business Account Name,Self Serve Flag,Entity Details Flag,Brand Code,Brand Name
MY7ITLBAL7W4Z6,MYWPX961U5TY8I,VCPM,MY04S1XX258NHV,312321,721,34322.80000000005,0,0,0.0,0.0,32370.0,32370.0,0.0,27.0,0.0,27.0,0.9431,CMP-Jompers-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Men's Work Wear,Jompers_Men's Ocassion Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,20761,Jompers
MYRBN3UBJUVJH9,MYOLVONPYWW1RW,VCPM,MY05O562ITGC3B,318742,187,34376.10000000011,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMP-Invictus-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Men's Casual Wear,Invictus_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7659,INVICTUS
MYQBSHXNO3OFSR,MYCZJIKD5OKQW2,VCPM,MY091KA0YQNR8O,204,13,41.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snitch_11th March_vCPM_TEST,Mon Mar 11 00:00:00 IST 2024,Wed Mar 13 23:59:59 IST 2024,ENDED,50000.0,Men's Casual Wear,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYPLJJFK3EBWQD,MYQRCHHUBY5NYP,VCPM,MY0ANUS97OYPVC,74753,2498,18042.80000000002,0,0,0.0,0.0,187.0,187.0,0.0,1.0,0.0,1.0,0.0104,CMP-TRESemme-March-12,Tue Mar 12 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYKVM0B7HCZVH6,MYPA4JY3DC0WCP,VCPM,MY1A409H0VETXU,120935,3539,22227.44999999997,0,0,0.0,0.0,2589.0,2589.0,0.0,6.0,0.0,6.0,0.1165,Lakme_Test_23rd_March_vCPM,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,PAUSED,400000.0,Personal Care,Lakme _Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,3918,Lakme
MYKVM0B7HCZVH6,MYZTL7W8W3KB5T,BPVS,MY1A409H0VETXU,12354,118,0.0,0,0,0.0,0.0,213.0,213.0,0.0,1.0,0.0,1.0,0.0,Lakme_Test_26th_March_BPVS,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Personal Care,Lakme _Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,3918,Lakme
MYPLJJFK3EBWQD,MYPLK9ACH1KPLC,BPVS,MY1EJ43FL4DCZA,988,78,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRESemme_Test_21st_March_BPVS,Wed Mar 20 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,10000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYPMYW8SQFQ963,MYEIMZTC87ZRZM,VCPM,MY1R12KVVMO7I9,3726,188,727.6500000000003,0,0,0.0,0.0,3524.0,3524.0,0.0,2.0,0.0,2.0,4.843,Test_Rohit_26th_Feb_Campaign,Mon Feb 26 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,BUDGET_MET,10000.0,Men's Casual Wear,Rare Rabbit_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,22491,RARE RABBIT
MYQBSHXNO3OFSR,MYALB1CU2U4I33,VCPM,MY1ZROQMJOMI3B,2173,146,400.8,0,0,0.0,0.0,1409.0,1409.0,0.0,1.0,0.0,1.0,3.5155,Snitch_Test_23rd_March_vCPM,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,PAUSED,400000.0,Men's Casual Wear,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYQBSHXNO3OFSR,MYI58KXUFYNVI5,BPVS,MY1ZROQMJOMI3B,3318,355,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snitch_Test_25th_March_BPVS,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Men's Casual Wear,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYMVAJWXB07CU0,MYZIQ54G9N8BE9,VCPM,MY2TEILQOTOGKP,109898,277,12558.499999999984,0,0,0.0,0.0,2533.0,2533.0,0.0,8.0,0.0,8.0,0.2017,CMP-Dove-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Personal Care,Dove_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,6671,Dove
MYTXZZ0BSJMJ7C,MYO42N6EV99H3G,VCPM,MY34Q9GIK14SQ5,53253,1726,16081.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMP-TRIDENT-HOCMPSALE-MARCH-14,Thu Mar 14 00:00:00 IST 2024,Sun Mar 17 23:59:59 IST 2024,ENDED,20000.0,Home Furnishing,Trident_Home Furnishing_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,15469,MYTRIDENT
MYQBSHXNO3OFSR,MYAGLKH01K0E42,VCPM,MY3MGLZ0SK3DC9,41140,2523,10073.200000000004,0,0,0.0,0.0,28050.0,28050.0,0.0,28.0,0.0,28.0,2.7846,Snitch_13th March_vCPM_TEST,Wed Mar 13 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Men's Casual,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYRBN3UBJUVJH9,MYP9YHJL3SCSP6,VCPM,MY3OCF3J0L9LU2,59298,1947,10936.650000000009,0,0,0.0,0.0,2111.0,870.0,1241.0,2.0,0.0,2.0,0.193,INVICTUS_Test_23rd_March_vCPM,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,PAUSED,400000.0,Women's Western Wear,Invictus_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7659,INVICTUS
MYRBN3UBJUVJH9,MYS9QU5TV9GKB1,BPVS,MY3OCF3J0L9LU2,11797,235,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INVICTUS_Test_26th_March_BPVS,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Women's Western Wear,Invictus_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7659,INVICTUS
MYMMXBHPBZJLO3,MYLL7BYR9JVSU5,VCPM,MY3UHY25YA7WDP,1013,5,10270.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,budgetmetCheck,Tue Mar 05 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,PAUSED,30000.0,Men's Essentials,Display test,MYG3IPZ6ZQ2A7U,TEST (DO NOT USE),Self-Serve,MJIPL,9113,1 Walk
MYMMXBHPBZJLO3,MYRZGAV1L1Y67A,VCPM,MY3UHY25YA7WDP,4,1,0.004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search-test-QA2,Wed Feb 21 00:00:00 IST 2024,Sat Mar 09 23:59:59 IST 2024,ENDED,10000.0,Designer,Display test,MYG3IPZ6ZQ2A7U,TEST (DO NOT USE),Self-Serve,MJIPL,9113,1 Walk
MYRBN3UBJUVJH9,MYYWI6F0PLABEB,BPVS,MY4JZ8GPAABNS5,197226,4894,0.0,0,0,0.0,0.0,7791.0,6893.0,898.0,12.0,0.0,12.0,0.0,INVICTUS_Test_21st_March_BPVS,Wed Mar 20 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,10000.0,Women's Western Wear,Invictus_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7659,INVICTUS
MYTXZZ0BSJMJ7C,MY21ULWLQ0JHG8,VCPM,MY681O752CAG34,90955,2313,21669.8,0,0,0.0,0.0,3829.0,0.0,3829.0,0.0,0.0,0.0,0.1767,MYTRIDENT_11th March_vCPM_TEST,Mon Mar 11 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Home Furnishing,Trident_Home Furnishing_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,15469,MYTRIDENT
MYPLJJFK3EBWQD,MYU4C2GOHIB1ZI,BPVS,MY6CI3CO77M8T7,54619,1105,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRESemme_26th_23rd_March_BPVS,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYPLJJFK3EBWQD,MYXBZHVGG7J0CK,VCPM,MY6CI3CO77M8T7,98763,2942,18185.549999999992,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRESemme_Test_23rd_March_vCPM,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,PAUSED,400000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYW2IKSID66TJU,MYTRSVMRIL9B4Q,VCPM,MY6D1UDZD22MF3,23952,204,2789.7000000000003,0,0,0.0,0.0,7764.0,7764.0,0.0,26.0,0.0,26.0,2.7831,CMP-Minimalist-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Personal Care,Minimalist_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,95462,Minimalist
MYMVAJWXB07CU0,MY9W80JWY7ENPW,VCPM,MY6SFZELM1NRWN,170525,246,18862.79999999994,0,0,0.0,0.0,840.0,840.0,0.0,6.0,0.0,6.0,0.0445,Dove_13th March_vCPM_TEST1,Wed Mar 13 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Personal Care,Dove_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,6671,Dove
MYZ6PPL7LKYV81,MYC2YLT3UMVBT6,BPVS,MY7GOESR4SE6AK,982,60,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WROGN_Test_21st_March_BPVS,Wed Mar 20 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,10000.0,Men's Casual Wear,Wrogn_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,8626,WROGN
MYQBSHXNO3OFSR,MY54CKW1LGF4ZE,VCPM,MY7LDVZEYN528A,75,5,14.099999999999994,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snitch_21st march_vCPM_TEST,Thu Mar 21 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,PAUSED,100000.0,Men's Casual,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYZ6PPL7LKYV81,MY5QYAMJDVHOIX,BPVS,MY89BOLGLJO7BQ,28103,2765,0.0,0,0,0.0,0.0,34037.0,31426.0,2611.0,31.0,0.0,31.0,0.0,WROGN_Test_26th_March_BPVS,Tue Mar 26 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Men's Casual Wear,Wrogn_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,8626,WROGN
MYZ513WRF5PGVP,MY4H22GDKIH9C9,VCPM,MY8I0R8LK22V0F,10382,412,1900.7999999999995,0,0,0.0,0.0,1214.0,0.0,1214.0,0.0,0.0,0.0,0.6387,Dream Weaverz_19th March_vCPM_TEST,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,PAUSED,10000.0,Home Furnishing,Dream Weaverz_Home Furnishing_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,66608,DREAM WEAVERZ
MYI7QUPFP02B7R,MYUAC9NBKXYA52,VCPM,MY8RNU9F1AOBXQ,53651,1704,16265.75,0,0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0614,CMP-HK-HOCMPSALE-MARCH-14,Thu Mar 14 00:00:00 IST 2024,Sun Mar 17 23:59:59 IST 2024,ENDED,20000.0,Home Furnishing,Haus & Kinder_Home Furnishing_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,124920,haus & kinder
MYPLJJFK3EBWQD,MYMTY4WKMSVCFN,VCPM,MYABWXOYZCQ5VQ,70227,124,7778.900000000004,0,0,0.0,0.0,3829.0,3829.0,0.0,18.0,0.0,18.0,0.4922,CMP-Tresemme-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYKVM0B7HCZVH6,MYKRT7X4OW9D5P,VCPM,MYAMDLSXJK3AN3,50520,3197,10069.349999999997,0,0,0.0,0.0,9448.5,9448.5,0.0,59.0,0.0,59.0,0.9383,Lakme _11th March_vCPM_TEST,Mon Mar 11 00:00:00 IST 2024,Wed Mar 20 23:59:59 IST 2024,ENDED,10000.0,Personal Care,Lakme _Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,3918,Lakme
MYDU5KNHEN2AYJ,MYKCH9TUR9XW2P,VCPM,MYB2PNX306XDE9,64060,3505,15724.6,0,0,0.0,0.0,27488.0,26641.0,847.0,52.0,0.0,52.0,1.7481,CMP-Jockey-March-11,Mon Mar 11 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Men's Essentials,Jockey_Men's Essentials_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,1330,Jockey
MYPLJJFK3EBWQD,MYVAA99OC0NWW2,VCPM,MYBJZ8XNXHS1U4,11356,505,2054.999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tresemme_19th March_vCPM_TEST,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,PAUSED,10000.0,Personal Care,Tresemme_Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7193,TRESemme
MYRBN3UBJUVJH9,MYJFJIILG768V6,VCPM,MYCRFOO38DU8SD,63201,5325,15850.2,0,0,0.0,0.0,18164.0,13846.0,4318.0,26.0,0.0,26.0,1.146,Invictus_11th March_vCPM_TEST,Mon Mar 11 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Men's Occasion Wear,Invictus_MFB_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,7659,INVICTUS
MYQBSHXNO3OFSR,MY11SKSQU6FKXI,BPVS,MYDFPUDBMMR3MY,834,54,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snitch_Test_21st_March_BPVS,Wed Mar 20 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,10000.0,Men's Casual Wear,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYPMYW8SQFQ963,MYLXL3AOJZSYRD,BPVS,MYDLO8Q0KSPV7J,4458,178,0.0,0,0,0.0,0.0,20981.0,20981.0,0.0,10.0,0.0,10.0,0.0,RARE RABBIT_Test_26th_March_BPVS,Tue Mar 26 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Men's Casual Wear,Rare Rabbit_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,22491,RARE RABBIT
MYG9LS6W1UA374,MY7ITZBYWUDK1O,VCPM,MYDLQFY59PFC4W,295890,690,36490.3000000009,0,0,0.0,0.0,13410.0,11518.0,1892.0,11.0,0.0,11.0,0.3675,CMP-JJ-MCW-MARCH-14,Thu Mar 14 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Men's Casual Wear,Jack & Jones_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,1192,Jack & Jones
MYPMYW8SQFQ963,MYGIA392TYCWVR,BPVS,MYE9MGHDZNNSKN,3303,385,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RARE RABBIT_Test_25th_March_BPVS,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,LIVE,200000.0,Men's Casual Wear,Rare Rabbit_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,22491,RARE RABBIT
MYPMYW8SQFQ963,MYGUGWPQ0RENT6,VCPM,MYE9MGHDZNNSKN,61749,1451,11275.050000000008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RARE RABBIT_Test_23rd_March_vCPM,Sat Mar 23 00:00:00 IST 2024,Tue Apr 30 23:59:59 IST 2024,PAUSED,400000.0,Men's Casual Wear,Rare Rabbit_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,22491,RARE RABBIT
MYZRJLZW2RC6RD,MYNM13QBTDHSX0,VCPM,MYESTL7KL663AM,92009,2116,16106.399999999969,0,0,0.0,0.0,16456.0,13380.0,3076.0,9.0,0.0,9.0,1.0217,US Polo Assn_13th March_vCPM_TEST,Wed Mar 13 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,ABORTED,100000.0,Men's Casual Footwear,U.S. Polo Assn._Men's Essentials_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,1211,U.S. Polo Assn.
MYPMYW8SQFQ963,MYNV8MP2ASRJY9,VCPM,MYFLBY6UZSEGG1,10698,429,1920.8999999999985,0,0,0.0,0.0,7141.0,7141.0,0.0,4.0,0.0,4.0,3.7175,Rare Rabbit_19th March_vCPM_TEST,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,PAUSED,10000.0,Men's Casual Wear,Rare Rabbit_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,22491,RARE RABBIT
MYQBSHXNO3OFSR,MYJYCMJFVFCLT0,VCPM,MYFMJ4TP8X5GDY,273330,246,32335.89999999943,0,0,0.0,0.0,1169.0,1169.0,0.0,1.0,0.0,1.0,0.0362,CMP-Snitch-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Men's Casual Wear,Snitch_Men's Casaul Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,83714,Snitch
MYJEK0YE0FRMQB,MYUNLR4S3EJTK0,VCPM,MYFRGZALFQN8QY,244819,350,32494.19999999976,0,0,0.0,0.0,1814.0,1814.0,0.0,1.0,0.0,1.0,0.0558,CMP-Allen Solly-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Men's Work Wear,Allen Solly_Men's Work Wear_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,128,Allen Solly
MYKVM0B7HCZVH6,MYWS0OANG5DIJ7,VCPM,MYGNV7GXKWLHIM,109913,439,12044.399999999989,0,0,0.0,0.0,21431.0,21431.0,0.0,91.0,0.0,91.0,1.7793,CMP-Lakme-Mar18,Tue Mar 19 00:00:00 IST 2024,Sun Mar 31 23:59:59 IST 2024,LIVE,50000.0,Personal Care,Lakme _Personal Care_Dispaly UAT - Phase 1,MYUQQNLF2QA9DA,Display UAT - Phase 1,Managed,na,3918,Lakme
